loss,accuracy,time_total_s,epochs,batch_size,lr,outer_fold,inner_fold
3.801925420761109,0.1809672386895476,328.103417634964,5,32,0.0037204840646432,4,0
2.6754898699847134,0.2090483619344773,397.6359524726868,20,32,0.0045263721379788,4,0
376.75204190340907,0.0967238689547582,94.65126776695251,10,64,0.0007296737530002,4,0
2.368348927724929,0.15600624024961,802.5736467838287,10,32,0.0080106552107115,4,1
2.263784033911569,0.2308892355694227,754.6764709949493,10,32,0.0006036538555976,4,1
2.4334144478752497,0.1216848673946957,314.2981288433075,20,64,0.0004105321679754,4,1
2.2574405726932345,0.204368174726989,747.2015361785889,5,32,0.0099676333189544,4,1
256.51485043480284,0.0733229329173166,87.28542447090149,5,64,0.0020140003820985,4,1
2.2731561064720154,0.203125,747.6189708709717,10,32,0.0098211103840255,4,2
2.2403875589370728,0.2171875,752.084625005722,20,64,0.0014506650915024,4,2
275.95429973602296,0.1078125,87.21353030204773,5,32,0.0055791995498502,4,2
85.51240673065186,0.084375,86.07211709022522,5,64,0.0001745012728985,4,2
572.9472686767579,0.075,86.45182132720947,5,64,0.007282364053495,4,2
