label,img_path,can_be_opened,errors,width,height
tornado,2161891_630x354.jpg,True,,630.0,354.0
tornado,4.24.06.16.jpg,True,,701.0,465.0
tornado,920x1080.social_share_1024x768_scale.jpg,True,,1024.0,576.0
tornado,75001_5835977828001_5835975210001-th.jpg,True,,400.0,224.0
tornado,yfield_ky_tornado_jc_160510_16x9_992.jpg,True,,992.0,558.0
tornado,Dg16haiWkAAEBKw.jpg,True,,960.0,640.0
tornado,ec0ae53d5--f-tornado-tornado-warning.jpg,True,,236.0,177.0
tornado,Venice_Tornado_848x480_700686915585.jpg,True,,848.0,480.0
tornado,rope+tornado+1.jpg,True,,1024.0,768.0
tornado,857593_1280x720.jpg,True,,1280.0,720.0
tornado,578-4459582-image-a-80_1493531145690.jpg,True,,634.0,360.0
tornado,960-cf601a9117453593c09b2dda7e756590.jpg,True,,642.0,960.0
tornado,6cc4ac985bc73c2--f-tornado-tornadoes.jpg,True,,236.0,177.0
tornado,7b--lenticular-clouds-iceland-photos.jpg,True,,736.0,736.0
tornado,WaterGG1.jpg,True,,504.0,498.0
tornado,1-30-12+Tornado.jpg,True,,320.0,215.0
tornado,tornado-over-water.jpg,True,,1044.0,618.0
tornado,Tornado-thumbnail.jpg,True,,550.0,351.0
tornado,174eccbf9c2a5cfa--dust-storm-arizona.jpg,True,,500.0,378.0
tornado,C0240330-Tornado.jpg,True,,800.0,533.0
tornado,202.jpg,True,,3508.0,2480.0
tornado,9tornado2.jpg,True,,1920.0,1080.0
tornado,SilenceA4pysty-212x300.jpg,True,,212.0,300.0
tornado,63551_000_GVI1UDJD0.1_Super_Portrait.jpg,True,,834.0,416.0
tornado,c4ed0b70981bb40470f826eaedb6d8a9.jpg,True,,960.0,640.0
tornado,h%E2%80%99s-tornado-outbreak-730x410.jpg,True,,730.0,410.0
tornado,7985607_orig.jpg,True,,1066.0,800.0
tornado,screen-shot-2019-08-02-at-83514-am.jpg,True,,620.0,349.0
tornado,istock000018566764small-crop-600x338.jpg,True,,600.0,338.0
tornado,155190248.jpg,True,,450.0,313.0
tornado,storm-chasers-texas-1493528531.jpg,True,,1175.0,592.0
tornado,mercybackground2.jpg,True,,2048.0,851.0
tornado,Pict-1-300x300.jpg,True,,300.0,300.0
tornado,7140958.jpg,True,,318.0,312.0
tornado,cfcee189035e294c3b6adffbb6111b6e.jpg,True,,720.0,960.0
tornado,949f0057b3db34638dc63a1d48b77b5c.jpg,True,,1280.0,720.0
tornado,IMG_5933.jpg,True,,700.0,700.0
tornado,_52997009_jex_1057213_de51-1.jpg,True,,640.0,360.0
tornado,685--honolulu-hawaii-extreme-weather.jpg,True,,427.0,640.0
tornado,2015-12-24T00-02-45-4Z--1280x720.jpg,True,,1280.0,720.0
tornado,578-4146856-image-a-89_1485148561687.jpg,True,,634.0,951.0
tornado,887252f86da36af6jpg-99bc4a7e20894847.jpg,True,,768.0,471.0
tornado,fire-tornado-890x395_c.jpg,True,,890.0,395.0
tornado,ok-city-tornado.jpg,True,,640.0,359.0
tornado,21846322_0.jpg,True,,900.0,1200.0
tornado,ornado-cyclone-force-of-nature-water.jpg,True,,910.0,683.0
tornado,North+Carolina+Tornado.jpg,True,,940.0,630.0
tornado,he-natural-disaster-30385392-628-364.jpg,True,,628.0,364.0
tornado,awsome-water-spout.jpg,True,,338.0,450.0
tornado,dscf2229-2.jpg,True,,484.0,340.0
tornado,+Tornado+From+Daniel+Bldg+18th+Floor.jpg,True,,640.0,480.0
tornado,o-over-badlands-national-park-M9MEFD.jpg,True,,1040.0,1390.0
tornado,3cdd1331c1b9ced7f7c36411772cb8d7.jpg,True,,1024.0,576.0
tornado,TORNADO_VIDEO_1_1280x720_11008069800.jpg,True,,1280.0,720.0
tornado,-open-field-footage-012627021_iconl.jpeg,True,,480.0,268.0
tornado,Tornadohigh-X2.jpg,True,,720.0,960.0
tornado,2674320-1F3FF7E900000578-752_634x476.jpg,True,,634.0,476.0
tornado,1522101425-tornado.jpg,True,,1024.0,681.0
tornado,tornado-house-6-2438814.jpg,True,,1225.0,1300.0
tornado,-colorado-tornado-hailstorm-19077961.jpg,True,,800.0,535.0
tornado,Harris-and-Ewing-Library-of-Congress.jpg,True,,654.0,922.0
tornado,gulf-of-mexico-oil-rig-fire1.jpg,True,,640.0,480.0
tornado,hotel-playa-cayo-santa.jpg,True,,550.0,309.0
tornado,Interieur.jpg,True,,700.0,394.0
tornado,3593--severe-weather-extreme-weather.jpg,True,,315.0,315.0
tornado,480x480.jpg,True,,480.0,360.0
tornado,apr1412tor4e.jpg,True,,850.0,566.0
tornado,florida_tornado.jpg,True,,900.0,500.0
tornado,TornadoDowntown300.jpg,True,,300.0,316.0
tornado,-5e26-4ce5-a366-ebcb20ec5990_750x422.jpg,True,,750.0,422.0
tornado,2018-0606-tornado-hero_mid.jpg,True,,930.0,539.0
tornado,49014746ddccfa319450f1de410422f0.jpg,True,,1920.0,1280.0
tornado,tornado_video_link_during.jpg,True,,720.0,480.0
tornado,ather_57383_16627319_ver1.0_1280_720.jpg,True,,1280.0,720.0
tornado,282_ObRmtIWZvMzy3423T4FRzd7lNiqfOAQd.jpg,True,,500.0,332.0
tornado,43_8f9f84b15c1dbe5b1_37898636_ver1.0.jpg,True,,636.0,390.0
tornado,F5_tornado_Elie_Manitoba_20.jpg,True,,1540.0,800.0
tornado,150421-tornado-desert-center1-1.jpg,True,,2048.0,1365.0
tornado,kemp-tornado-George.jpg,True,,1200.0,675.0
tornado,620-602889b90b5496e57a8f52b904cb00e3.jpg,True,,345.0,550.0
tornado,P8144080.JPG,True,,400.0,267.0
tornado,4398241_G_549588_ver1.0_640_360.jpg,True,,640.0,360.0
tornado,new_cambria.jpg,True,,324.0,244.0
tornado,4d4c4a1ba12c_17811554_ver1.0_640_360.jpg,True,,640.0,360.0
tornado,cyclone.jpg,True,,1000.0,706.0
tornado,one_and_injured_h-a-32_1559096481292.jpg,True,,962.0,722.0
tornado,cloud.jpg,True,,1200.0,835.0
tornado,thumb_6cb0.jpg,True,,600.0,315.0
tornado,hes-Down-in-Chugwater-Wyoming-poster.jpg,True,,960.0,540.0
tornado,ds050918054232.jpg,True,,777.0,1037.0
tornado,NADO_DESK_THUMB.00_00_05_06.Still001.jpg,True,,1920.0,1080.0
tornado,e-your-house-tornado-resistant-pin-2.jpg,True,,600.0,900.0
tornado,150px-Tornado.jpg,True,,150.0,190.0
tornado,640-de5f89e9f5abe50ff9103a9272ceaf40.jpg,True,,640.0,426.0
tornado,-Tornado-South-Dakota-Tornado-poster.jpg,True,,960.0,540.0
tornado,5c035fcd684f6.preview.jpg,True,,626.0,470.0
tornado,1450274577108.jpg,True,,620.0,349.0
tornado,77ba87063258bbecca6c2b752f9e730d.jpg,True,,580.0,446.0
tornado,to-Southern-Town-of-Campillos-poster.jpg,True,,960.0,540.0
tornado,052410_South_Dakota_Chase_070.jpg,True,,700.0,467.0
tornado,cc98720ee82b6f7bc8d267a49c9c677a.jpg,True,,720.0,960.0
tornado,-d7f6-4281-ba4b-13ddf1271611_360x203.jpg,True,,360.0,203.0
tornado,0Bluff%20sky%20via%20Craig%20Meador.jpeg,True,,640.0,480.0
tornado,-longboarding-portrait-photographers.jpg,True,,480.0,720.0
tornado,wsb_tornado_130130_wb.jpg,True,,392.0,221.0
tornado,CD73buyUUAAw5fH.jpg,True,,1200.0,828.0
tornado,Woodburn-Indiana-Tornado.jpg,True,,2048.0,1536.0
tornado,67875d5c33e04--vivo-amazing-pictures.jpg,True,,564.0,401.0
tornado,erstorm-tornado-preparedness-guide-4.jpg,True,,500.0,400.0
tornado,534__filters%253Aquality%252880%2529.png,True,,950.0,534.0
tornado,nado-taring-acroos-deserted-47176708.jpg,True,,800.0,777.0
tornado,THE_WORST_TO_THE_BEST_ThumbnailVideo.jpg,True,,320.0,180.0
tornado,24984700846244_3796622404191737678_o.jpg,True,,1000.0,667.0
tornado,Ballgame_shelfcloud.jpg,True,,600.0,450.0
tornado,8186160_G.jpg,True,,640.0,360.0
tornado,26301d3876a0--the-ocean-storm-clouds.jpg,True,,474.0,711.0
tornado,212acbf5060f1544d13e6f--pensacola-ct.jpg,True,,736.0,981.0
tornado,tornado.tuscaloosa.mayor.cnn.640x360.jpg,True,,640.0,360.0
tornado,612e89a50007dbe--bathtubs-warehouses.jpg,True,,236.0,236.0
tornado,disaster-hurricane-tornado-gk2cxe.jpg,True,,640.0,447.0
tornado,en0506fullshow389094640x360.jpg,True,,620.0,350.0
tornado,-tornado-illinois-mt-170228_16x9_992.jpg,True,,992.0,558.0
tornado,_Oklahoma_tornado_April_14%252C_2011.jpg,True,,1600.0,900.0
tornado,mgAACvs.jpg,True,,1920.0,1080.0
tornado,-4af2-dd7e-fbd7-6d2daef54e80-220x165.jpg,True,,220.0,165.0
tornado,egory-tornado-rampages-carsten-peter.jpg,True,,900.0,600.0
tornado,slide_3.jpg,True,,960.0,720.0
tornado,015-05-25-PossibleTornado-Pottsville.jpg,True,,960.0,717.0
tornado,twistersofmarch.jpg,True,,512.0,384.0
tornado,-tornado-over-the-lake-beach-8084905.jpg,True,,305.0,470.0
tornado,22ceb3--kansas-tornado-tornado-alley.jpg,True,,400.0,285.0
tornado,mini-suction-vortices.jpg,True,,660.0,373.0
tornado,DC-789541.jpg,True,,590.0,350.0
tornado,supercell-thunderstorm-thunderstorms.jpg,True,,540.0,540.0
tornado,l_Reno%2C_OK_EF-5_Tornado_2013-05-31.jpg,True,,800.0,450.0
tornado,lrg-216-snow-spout-devil.jpg,True,,450.0,236.0
tornado,765887c92e90dae--tornado-alley-brave.jpg,True,,480.0,360.0
tornado,slide_249441_1491990_free.jpg,True,,1200.0,900.0
tornado,1.jpg,True,,960.0,631.0
tornado,e-County-on-Sunday-afternoon-1765028.jpg,True,,590.0,350.0
tornado,GCSsA-1561370524-embed-2.jpg,True,,660.0,371.0
tornado,tornado-australia.jpg,True,,620.0,417.0
tornado,wbtw2.jpg,True,,640.0,480.0
tornado,192211-hattiesburg-tornado-story-top.jpg,True,,640.0,360.0
tornado,20140617_184600.jpg,True,,1100.0,732.0
tornado,5.png,True,,1280.0,720.0
tornado,deadliest-weather-events-have-HYKNX1.jpg,True,,1300.0,953.0
tornado,_strike_a_highway_in_alabama-580x385.jpg,True,,580.0,385.0
tornado,0eb53f2d1191--chase-account-churches.jpg,True,,564.0,376.0
tornado,W15_2017_No6.jpg,True,,1400.0,935.0
tornado,53e1e539bd6c5.image.jpg,True,,1714.0,1209.0
tornado,tornado_pic.jpg,True,,1185.0,1150.0
tornado,eb373729a82a87f8b43589d60b7b6edf.jpg,True,,640.0,973.0
tornado,h-the-cultivated-fields-of-626537093.jpg,True,,450.0,341.0
tornado,img_1350_0.jpg,True,,3264.0,1836.0
tornado,422071865016610461_1363134118.jpg,True,,200.0,150.0
tornado,pilger_tornado.jpg,True,,1378.0,871.0
tornado,578-4979710-image-a-51_1507959427368.jpg,True,,634.0,476.0
tornado,Fierce+Storm+over+Lake+jpg+adj.jpg,True,,432.0,288.0
tornado,-ada3-43a1-b7d1-bb60c86d81b8_360x203.jpg,True,,360.0,203.0
tornado,Rays-Royals-Baseball-727x485.jpeg,True,,727.0,485.0
tornado,minneola-tornado-e1569952055331.jpg,True,,805.0,701.0
tornado,mqdefault.jpg,True,,320.0,180.0
tornado,e_Tornado__0_8244786_ver1.0_1280_720.jpg,True,,1280.0,720.0
tornado,"-Tornado_near_Minco,_Oklahoma_-_NOAA.jpg",True,,800.0,529.0
tornado,may03_99_38.JPG,True,,640.0,480.0
tornado,slide_1.jpg,True,,960.0,720.0
tornado,e0caef6c64534a3f9d4801f40a7b25a4.jpg,True,,600.0,450.0
tornado,d081--fire-tornado-natural-phenomena.jpg,True,,616.0,720.0
tornado,JimBarrett_Vernon_Tornado_190314_1.jpg,True,,400.0,300.0
tornado,4059442-3x2-700x467.jpg,True,,700.0,467.0
tornado,adoes-earth-Encyclopaedia-Britannica.jpg,True,,1280.0,720.0
tornado,funnel_cloud.jpg,True,,960.0,720.0
tornado,Back-01-Tornado-2048x1200-1024x600.jpg,True,,1024.0,600.0
tornado,thumbnail.jpg,True,,840.0,473.0
tornado,snow-spout.jpg,True,,689.0,379.0
tornado,861_RCbnulZEURUbt6OyLeepGhwPuXG1u15C.jpg,True,,375.0,500.0
tornado,HT_il_TORNADO_DC_160910_31x13_992.jpg,True,,992.0,415.0
tornado,APj8RuoebjoAHt0k9u7HhRJvuo-ZLenGRumA.jpg,True,,1960.0,1225.0
tornado,image.jpg,True,,1280.0,720.0
tornado,tornado-2012.jpg,True,,964.0,591.0
tornado,c5587e0fbe_c165-0-5056-3347_r380x260.jpg,True,,380.0,260.0
tornado,9VoiPrseFXIQdPXJ.jpg,True,,1200.0,675.0
tornado,s-175305954-596e47bcc4124400100f3c92.jpg,True,,2121.0,1414.0
tornado,whitepaper.jpg,True,,396.0,508.0
tornado,5_31_ok_tornado.jpg,True,,827.0,472.0
tornado,24eaa542ded0acfc9--a-house-the-times.jpg,True,,480.0,360.0
tornado,577c450f78895.image.jpg,True,,620.0,417.0
tornado,014_1151-800x498.jpg,True,,800.0,498.0
tornado,IMG_3166-1.jpg,True,,2048.0,1536.0
tornado,1484594853602.jpg,True,,620.0,414.0
tornado,210%2Bpm%2Bjasper%2Btornado%2B081685.png,True,,491.0,387.0
tornado,8020404-3x2-700x467.jpg,True,,700.0,467.0
tornado,84-a29c-2661a0fef22e-NewRiverTornado.jpg,True,,680.0,397.0
tornado,tornado_37603858_ver1.0.jpg,True,,1008.0,620.0
tornado,image-02-large.jpg,True,,332.0,480.0
tornado,mccook-ne-tornado.jpg,True,,1920.0,1080.0
tornado,18175064_G.jpg,True,,1280.0,720.0
tornado,2fa01424689a76d4b5c10415b526ae48.jpg,True,,512.0,220.0
tornado,.DS_Store,False,cannot identify image file '/gdrive/MyDrive/ProjectCIRI/Incidents-subset/tornado/.DS_Store',,
airplane accident,iceland-plane-crash-XL.jpg,True,,1024.0,683.0
airplane accident,181224_wn_index2_hpMain_16x9_992.jpg,True,,992.0,558.0
airplane accident,20151107_PE_Crash.jpg,True,,300.0,200.0
airplane accident,5993148198_31dc88eba3_b.jpg,True,,1024.0,687.0
airplane accident,N402RC-1.jpg,True,,800.0,533.0
airplane accident,6cccd812-81a1-4f56-9855-056b4c36276a.jpg,True,,640.0,480.0
airplane accident,marquise_12-1548.jpg,True,,750.0,584.0
airplane accident,a_naval_drill_joint_sea_2016_800_500.jpg,True,,800.0,500.0
airplane accident,plane_crash.jpg,True,,1024.0,512.0
airplane accident,5-8-17-plane-crash-napa.jpg,True,,652.0,367.0
airplane accident,t-dagua-new-guinea-march-1945-PDPFNR.jpg,True,,1300.0,1066.0
airplane accident,derson.colombia.survivor.cnn.640x360.jpg,True,,640.0,360.0
airplane accident,12888753_web1_1A-Centerpiece.jpg,True,,1050.0,673.0
airplane accident,resized_IMG_0657.JPG,True,,1440.0,1080.0
airplane accident,fficer-examines-the-wreckage-2A2BBMH.jpg,True,,1300.0,931.0
airplane accident,20100904__ssjm0904planefolo1.jpg,True,,400.0,244.0
airplane accident,f7c-4295-9923-2a1ad7b48781-1965crash.JPG,True,,615.0,545.0
airplane accident,462734450.jpg,True,,594.0,396.0
airplane accident,copter-dqy1colxqaaiu0z.jpg,True,,320.0,240.0
airplane accident,abc_wn_stark_110730_wg.jpg,True,,640.0,360.0
airplane accident,plane-crash-diboll-jpg.jpg,True,,619.0,351.0
airplane accident,94--florida-flights-washington-metro.jpg,True,,474.0,400.0
airplane accident,little-grand-rapids-plane-crash-2.jpg,True,,780.0,369.0
airplane accident,nepal-crash-kathmandu.jpg,True,,5760.0,3840.0
airplane accident,on_bus_accident_2018_03_14_04_11_49.jpeg,True,,4032.0,3024.0
airplane accident,26164430600_0f37110c96_b.jpg,True,,1024.0,576.0
airplane accident,Aviation_Safety_04.jpg,True,,992.0,744.0
airplane accident,Biman-DC-10-port-side.jpg,True,,900.0,666.0
airplane accident,1b23621f9b2bf--buddy-holly-woodstock.jpg,True,,235.0,177.0
airplane accident,26-ecb5-53a4-83f7-271714db3581.image.jpg,True,,466.0,300.0
airplane accident,gz2czsj.jpg,True,,1920.0,1276.0
airplane accident,58eb787520c9e.image.jpg,True,,620.0,380.0
airplane accident,072414asiatodaytaiwan1_960x540.jpg,True,,960.0,540.0
airplane accident,van-mercedes-sprinter-as-a-605421608.jpg,True,,450.0,358.0
airplane accident,060312reutersghana_960x540.jpg,True,,960.0,540.0
airplane accident,airguinee.jpg,True,,630.0,372.0
airplane accident,5.jpg,True,,628.0,426.0
airplane accident,2487064-192E8D5400000578-152_964x624.jpg,True,,964.0,624.0
airplane accident,_41116776_policemenwalk_afp416.jpg,True,,416.0,300.0
airplane accident,PB160508.JPG,True,,520.0,390.0
airplane accident,orwegian-cruises-viral-video-1738546.jpg,True,,590.0,351.0
airplane accident,307313-trans-asia-plane-crash.jpg,True,,1280.0,720.0
airplane accident,APTOPIX_Ukraine.jpg,True,,5317.0,3725.0
airplane accident,ne-Crash-Philadelphia.ms.031314_copy.jpg,True,,560.0,415.0
airplane accident,1324755-0BD1BB7F000005DC-812_634x369.jpg,True,,634.0,369.0
airplane accident,423577f3c6ba42f589a3d134a5dd8952.JPG,True,,1024.0,576.0
airplane accident,empire2.jpg,True,,200.0,300.0
airplane accident,_1452887496903_275416_ver1.0_640_360.jpg,True,,640.0,360.0
airplane accident,.hashed.6f95947e.desktop.story.share.jpg,False,cannot identify image file '/gdrive/MyDrive/ProjectCIRI/Incidents-subset/airplane accident/.hashed.6f95947e.desktop.story.share.jpg',,
airplane accident,17297625_G.jpg,True,,640.0,360.0
airplane accident,59c88546bdc47.image.jpg,True,,1200.0,798.0
airplane accident,Excavator-rescues-dump-truck-drivers.png,True,,1430.0,793.0
airplane accident,salvage_1.jpg,True,,400.0,400.0
airplane accident,5b5df5949a616.image.jpg,True,,1763.0,1175.0
airplane accident,-09-2z--1280x720.nbcnews-ux-1080-600.jpg,True,,1067.0,600.0
airplane accident,tion-Stockbridge-Plane-Crash-980x556.jpg,True,,980.0,556.0
airplane accident,cessna-150-crash.jpg,True,,1875.0,1400.0
airplane accident,5cfecdd37eaf1.image.jpg,True,,640.0,480.0
airplane accident,ea93b22083a20b4ada1e8c778c12b11c.jpg,True,,486.0,285.0
airplane accident,d_Sequence.40_438060_ver1.0_1280_720.jpg,True,,1280.0,720.0
airplane accident,Amtrak501.jpg,True,,500.0,330.0
airplane accident,04+Wolf+in+the+Burned+Forest.jpg,True,,849.0,1185.0
airplane accident,Malaysia-772.jpg,True,,700.0,309.0
airplane accident,falcon%2Bplane%2Bcrash%2B3as.JPG,True,,486.0,312.0
airplane accident,house-after-plane-crash-h4f2ba.jpg,True,,640.0,409.0
airplane accident,50846646880-052717-tm-Plane-Crash029.jpg,True,,543.0,408.0
airplane accident,5adf7cbb32a12.image.jpg,True,,1763.0,1175.0
airplane accident,3120198-11062017-1-HatchPlaneCrash-1.jpg,True,,543.0,408.0
airplane accident,5d2d06b2e6e0f.image.jpg,True,,1247.0,1662.0
airplane accident,d-49d2-a5d6-eb376e9ee8aa-cropduster3.jpg,True,,720.0,405.0
airplane accident,4570994944_7909f04fc9.jpg,True,,500.0,375.0
airplane accident,train_wreck.jpg,True,,800.0,489.0
airplane accident,1540820829-6265.jpg,True,,620.0,464.0
airplane accident,rash_landing_gear_jt_130707_16x9_992.jpg,True,,992.0,558.0
airplane accident,1_4479177.jpg,True,,4032.0,3024.0
airplane accident,DSC_0013.jpg,True,,620.0,330.0
airplane accident,5b61468831ef3.image.jpg,True,,1300.0,984.0
airplane accident,plane-crash-9.17.19-wusa.jpg,True,,1280.0,720.0
airplane accident,Z.1_20141120151434_000+GV58U9M0C.1-0.jpg,True,,544.0,408.0
airplane accident,578-5378909-image-a-26_1518414678269.jpg,True,,634.0,423.0
airplane accident,3118%20Congressional%20Train%20Crash.jpg,True,,600.0,375.0
airplane accident,26-45B1-83A3-115A4D16E919_w1023_r1_s.jpg,True,,1023.0,575.0
airplane accident,420-teterboro-crash.jpg,True,,420.0,316.0
airplane accident,485578914099-20170904151013-IMG-7328.JPG,True,,537.0,404.0
airplane accident,celand-plane-crash-tourists-at-plane.jpg,True,,1000.0,667.0
airplane accident,OTB056026.jpg,True,,400.0,260.0
airplane accident,Plane-Crash-Spotsylvania.jpg,True,,1536.0,2048.0
airplane accident,AP110907020017.jpg,True,,575.0,383.0
airplane accident,644--philadelphia-pa-shattered-glass.jpg,True,,600.0,450.0
airplane accident,578-3763620-image-a-16_1472494807759.jpg,True,,634.0,410.0
airplane accident,C-GTXW-1.jpg,True,,960.0,720.0
airplane accident,russian-plane-over-sinai.jpg,True,,549.0,378.0
airplane accident,+history+along+the+Pacific+Coast+(2).jpg,True,,1600.0,1067.0
airplane accident,craft-after-surviving-the-hailstorm-.jpg,True,,800.0,597.0
airplane accident,9e3bcbe2b12a1849d4007605d2e4d80f.jpg,True,,1024.0,765.0
airplane accident,Plane_Crash_750_3.jpg,True,,750.0,500.0
airplane accident,753d42d4ef927fd9a2f7bd3293d0--russia.jpg,True,,736.0,548.0
airplane accident,hh0q6jrup4z01.jpg,True,,4000.0,6000.0
airplane accident,3003630_1280x720.jpg,True,,1280.0,720.0
airplane accident,n_PT_22_Recruit_a-a-42_1425645497892.jpg,True,,962.0,642.0
airplane accident,image_fa624fb296.jpg,True,,770.0,495.0
airplane accident,990edf10d3b32afe0c16995b02c--a-plane.jpg,True,,736.0,552.0
airplane accident,almaty-plane-crash.jpg,True,,1668.0,1251.0
airplane accident,531187_G.jpg,True,,600.0,338.0
airplane accident,h_movie_Talon_papercraft_by_ARMORMAN.jpg,True,,576.0,331.0
airplane accident,011692.jpg,True,,360.0,281.0
airplane accident,46434a3d08807--lynyrd-skynyrd-planes.jpg,True,,188.0,188.0
airplane accident,3f55366297fdc723.nbcnews-fp-1200-630.jpg,True,,1200.0,630.0
airplane accident,plane_crash_redux_01.jpg,True,,611.0,404.0
airplane accident,original.jpg,True,,2102.0,1500.0
airplane accident,578-3404157-image-m-85_1453079106112.jpg,True,,962.0,750.0
